1,2,3,4
1313.2,476.3,1224583502,2
534.0,868.1,1224587508,3
526.7,836.3,1224587521,3
524.4,830.0,1224587551,3
525.5,830.6,1224587559,3
523.7,832.9,1224587576,3
492.3,872.1,1224587592,3
524.8,843.5,1224587605,3
522.0,845.5,1224587621,3
522.0,840.0,1224587637,3
511.2,829.1,1224587649,3
509.2,825.7,1224587666,3
520.2,845.2,1224587701,3
520.1,846.5,1224587719,3
526.2,843.8,1224587735,3
527.0,839.6,1224587745,3
529.1,832.7,1224587756,3
532.0,845.0,1224587774,3
537.1,835.8,1224587785,3
539.8,832.0,1224587804,3
543.2,875.9,1224587824,3
408.8,949.6,1224587857,3
393.5,966.5,1224587877,3
393.6,963.7,1224587895,3
416.3,955.0,1224587908,3
428.6,957.8,1224587921,3
421.7,920.3,1224587938,3
476.3,926.6,1224587953,3
492.5,922.4,1224587967,3
479.4,910.3,1224587999,3
444.2,895.4,1224588010,3
439.5,898.1,1224588029,3
471.3,863.3,1224588043,3
477.5,864.1,1224588055,3
528.0,917.5,1224588072,3
492.4,924.6,1224588088,3
485.3,923.2,1224588102,3
486.4,923.7,1224588118,3
378.3,945.9,1224588148,3
382.8,982.8,1224588163,3
369.1,972.5,1224588177,3
380.3,963.6,1224588187,3
511.4,904.8,1224588205,3
519.5,919.5,1224588220,3
496.7,918.5,1224588237,3
498.1,918.6,1224588254,3
520.7,873.6,1224588270,3
533.8,879.9,1224588298,3
545.2,874.4,1224588311,3
535.5,825.2,1224588322,3
546.9,813.7,1224588341,3
546.5,814.3,1224588358,3
547.0,813.8,1224588373,3
578.5,878.9,1224588388,3
575.8,870.3,1224588404,3
574.4,858.2,1224588417,3
610.3,912.6,1224588453,3
594.0,888.6,1224588461,3
606.5,906.0,1224588480,3
520.7,792.6,1224588496,3
528.9,806.2,1224588508,3
500.6,772.0,1224588524,3
516.6,794.7,1224588541,3
531.4,815.2,1224588553,3
543.8,833.1,1224588569,3
544.7,834.0,1224588598,3
545.6,833.7,1224588613,3
544.2,832.8,1224588629,3
552.3,838.7,1224588643,3
576.4,912.2,1224588661,3
575.4,915.2,1224588674,3
568.0,898.8,1224588684,3
569.5,935.6,1224588700,3
561.1,911.4,1224588716,3
549.7,884.0,1224588753,3
547.4,834.4,1224588767,3
549.5,825.6,1224588775,3
561.2,848.6,1224588795,3
589.4,915.7,1224588807,3
573.9,900.5,1224588820,3
575.8,928.5,1224588837,3
572.2,910.9,1224588852,3
547.6,850.8,1224588864,3
545.6,854.8,1224588898,3
550.2,879.0,1224588910,3
529.5,843.9,1224588928,3
525.9,842.1,1224588942,3
526.4,834.2,1224588955,3
525.7,832.4,1224588972,3
525.2,831.0,1224588987,3
525.6,830.5,1224589000,3
533.4,827.8,1224589017,3
532.2,828.7,1224589046,3
562.6,901.9,1224589063,3
546.3,871.9,1224589078,3
536.1,848.9,1224589090,3
526.9,830.8,1224589107,3
516.6,816.8,1224589122,3
512.7,814.7,1224589138,3
511.1,812.8,1224589152,3
510.0,812.2,1224589167,3
516.1,818.2,1224589197,3
537.7,823.5,1224589213,3
558.3,831.8,1224589225,3
558.0,832.1,1224589242,3
572.7,856.6,1224589257,3
564.0,854.8,1224589272,3
559.8,852.8,1224589287,3
557.7,853.2,1224589302,3
534.9,849.0,1224589314,3
546.7,833.4,1224589349,3
548.2,831.0,1224589360,3
542.7,837.2,1224589376,3
559.7,906.5,1224589392,3
560.8,912.4,1224589405,3
575.9,914.2,1224589422,3
572.1,890.8,1224589437,3
575.9,908.9,1224589450,3
576.1,907.8,1224589467,3
577.5,912.2,1224589496,3
565.5,842.4,1224589512,3
555.8,812.3,1224589527,3
554.7,814.7,1224589538,3
561.3,861.3,1224589556,3
558.0,854.0,1224589572,3
537.3,825.8,1224589583,3
536.1,836.6,1224589601,3
507.7,812.7,1224589617,3
495.4,810.8,1224589649,3
499.7,810.7,1224589662,3
491.7,787.5,1224589675,3
466.3,801.7,1224589691,3
470.7,783.5,1224589707,3
476.9,773.5,1224589718,3
477.1,772.1,1224589737,3
505.2,705.2,1224589753,3
505.8,713.8,1224589765,3
514.8,734.7,1224589817,3
555.8,870.3,1224589828,3
543.4,871.3,1224589842,3
538.5,852.9,1224589855,3
547.8,889.8,1224589874,3
555.7,900.3,1224589888,3
546.8,867.5,1224589900,3
557.7,893.5,1224589917,3
565.5,862.4,1224589946,3
564.6,837.8,1224589963,3
558.1,812.3,1224589977,3
552.6,796.3,1224589989,3
565.4,861.1,1224590015,3
543.7,823.1,1224590035,3
543.3,822.1,1224590052,3
523.2,741.1,1224590068,3
545.6,806.6,1224590098,3
535.3,758.9,1224590112,3
535.6,762.7,1224590123,3
535.9,764.9,1224590143,3
553.9,828.4,1224590169,3
552.2,890.5,1224590187,3
548.7,873.3,1224590202,3
540.3,865.2,1224590214,3
524.8,828.9,1224590260,3
518.4,795.3,1224590279,3
473.2,689.1,1224590292,3
472.5,694.3,1224590304,3
452.0,742.2,1224590322,3
415.0,739.6,1224590337,3
289.0,830.6,1224590352,3
305.4,827.2,1224590367,3
350.2,843.0,1224590404,3
545.0,925.6,1224590420,3
485.7,898.6,1224590432,3
563.6,836.6,1224590444,3
565.5,881.8,1224590457,3
539.6,758.6,1224590473,3
552.1,795.2,1224590483,3
565.7,814.6,1224590501,3
572.8,843.0,1224590549,3
558.8,819.4,1224590573,3
558.0,822.2,1224590591,3
562.1,828.1,1224590617,3
561.6,821.6,1224590630,3
563.1,814.7,1224590639,3
549.5,795.9,1224590653,3
541.9,788.4,1224590668,3
551.0,796.9,1224590702,3
553.2,810.8,1224590712,3
547.0,811.7,1224590729,3
533.8,788.1,1224590743,3
521.4,776.7,1224590754,3
528.6,797.0,1224590771,3
539.6,828.4,1224590786,3
539.3,832.3,1224590799,3
555.6,876.3,1224590815,3
532.8,834.8,1224590845,3
515.4,807.7,1224590861,3
515.2,801.2,1224590887,3
520.3,820.0,1224590905,3
539.9,844.7,1224590921,3
541.3,826.2,1224590933,3
555.7,880.7,1224590951,3
558.0,861.2,1224590966,3
574.6,891.0,1224590997,3
564.8,857.7,1224591022,3
569.7,857.9,1224591041,3
565.1,843.2,1224591065,3
547.2,790.8,1224591078,3
547.6,797.3,1224591088,3
554.5,864.6,1224591101,3
544.2,843.1,1224591114,3
541.7,828.4,1224591148,3
527.5,800.5,1224591160,3
510.9,806.5,1224591176,3
505.7,847.6,1224591203,3
519.6,874.4,1224591222,3
529.4,858.1,1224591248,3
564.7,893.6,1224591267,3
558.9,862.4,1224591296,3
557.8,863.4,1224591312,3
546.7,826.5,1224591338,3
564.2,849.2,1224591356,3
560.6,844.8,1224591386,3
541.3,792.6,1224591403,3
549.3,703.6,1224591417,3
545.2,778.0,1224591448,3
547.9,781.4,1224591474,3
560.9,841.9,1224591493,3
555.9,899.9,1224591509,3
555.4,826.2,1224591518,3
